date,open,high,low,close,volume,symbol,pct_change
2024-03-01,1025.05,1040.0,1025.0,1029.55,194458.0,LICI.BSE,0.4390029754646115
2024-02-29,1010.1,1027.55,997.75,1023.25,132600.0,LICI.BSE,1.3018513018512996
2024-02-28,1049.85,1053.0,1003.45,1006.6,355687.0,LICI.BSE,-4.119636138495966
2024-02-27,1042.65,1067.95,1037.0,1040.3,172769.0,LICI.BSE,-0.22538723445069161
2024-02-26,1065.25,1075.05,1038.0,1040.9,249146.0,LICI.BSE,-2.285848392396143
2024-02-23,1062.0,1082.0,1048.45,1066.65,154696.0,LICI.BSE,0.43785310734464133
2024-02-22,1041.0,1070.15,1031.8,1063.95,231809.0,LICI.BSE,2.20461095100865
2024-02-21,1042.8,1054.35,1027.3,1039.05,184544.0,LICI.BSE,-0.3596087456846951
2024-02-20,1055.15,1056.45,1036.0,1040.95,129354.0,LICI.BSE,-1.3457802208216882
2024-02-19,1081.4,1130.0,1050.0,1052.15,338560.0,LICI.BSE,-2.704827076012576
2024-02-16,1062.5,1068.15,1030.75,1039.4,206267.0,LICI.BSE,-2.174117647058815
2024-02-15,1083.95,1086.1,1046.3,1055.4,225820.0,LICI.BSE,-2.6338853268139633
2024-02-14,1001.25,1078.3,989.8,1070.0,394748.0,LICI.BSE,6.866416978776529
2024-02-13,1029.0,1044.0,979.85,1009.9,364669.0,LICI.BSE,-1.8561710398445115
2024-02-12,1149.95,1150.0,1010.7,1022.3,1113201.0,LICI.BSE,-11.10048262967956
2024-02-09,1157.95,1175.0,1066.75,1080.85,1490790.0,LICI.BSE,-6.65831858024959
2024-02-08,1074.95,1144.45,1070.7,1106.25,1431842.0,LICI.BSE,2.911763337829662
2024-02-07,1030.05,1050.5,1014.3,1045.0,259669.0,LICI.BSE,1.4513858550555843
2024-02-06,1016.0,1032.45,990.5,1024.7,594705.0,LICI.BSE,0.8562992125984297
2024-02-05,954.25,1027.95,954.25,1000.35,643943.0,LICI.BSE,4.831019124967254
2024-02-02,942.0,955.15,937.4,944.65,251392.0,LICI.BSE,0.2813163481953267
2024-02-01,954.05,963.8,926.3,936.35,323863.0,LICI.BSE,-1.8552486766940866
2024-01-31,937.05,971.8,937.05,949.75,280606.0,LICI.BSE,1.3553172189317588
2024-01-30,921.05,954.85,917.3,932.75,645442.0,LICI.BSE,1.270289343683844
2024-01-29,909.15,931.4,903.3,916.1,398545.0,LICI.BSE,0.7644503107298076
2024-01-25,915.8,923.55,900.0,903.3,115149.0,LICI.BSE,-1.3649268399213803
2024-01-24,877.3,920.0,864.5,906.3,272718.0,LICI.BSE,3.3055967172005016
2024-01-23,944.95,950.1,869.1,876.3,271513.0,LICI.BSE,-7.264934652627132
2024-01-19,908.05,915.0,898.0,902.1,187144.0,LICI.BSE,-0.6552502615494666
2024-01-18,889.05,907.0,867.0,900.0,200058.0,LICI.BSE,1.23165176311794
2024-01-17,883.1,919.45,874.95,886.9,383415.0,LICI.BSE,0.43030234401539513
2024-01-16,854.75,900.0,850.2,892.5,466979.0,LICI.BSE,4.41649605147704
2024-01-15,842.25,862.45,841.85,854.75,448382.0,LICI.BSE,1.4841199168892847
2024-01-12,830.5,837.95,826.55,829.35,181538.0,LICI.BSE,-0.1384708007224536
2024-01-11,840.5,849.85,832.0,834.0,65428.0,LICI.BSE,-0.7733491969066032
2024-01-10,834.15,850.15,834.15,838.25,223582.0,LICI.BSE,0.4915183120541896
2024-01-09,833.85,837.95,828.15,832.85,153014.0,LICI.BSE,-0.11992564609941836
2024-01-08,844.4,849.0,820.05,824.1,190030.0,LICI.BSE,-2.404073898626238
2024-01-05,839.65,860.0,837.25,844.4,380465.0,LICI.BSE,0.5657119037694277
2024-01-04,838.5,845.45,833.45,835.6,102689.0,LICI.BSE,-0.3458556946929013
2024-01-03,838.8,853.0,836.05,838.65,281122.0,LICI.BSE,-0.017882689556506588
2024-01-02,852.1,856.2,836.2,837.7,175519.0,LICI.BSE,-1.6899424950123199
2024-01-01,831.95,863.0,831.35,858.35,578347.0,LICI.BSE,3.1732676242562623
2023-12-29,827.0,843.7,822.45,833.3,223107.0,LICI.BSE,0.7617896009673464
2023-12-28,821.15,836.65,806.0,826.8,333458.0,LICI.BSE,0.6880594288497811
2023-12-27,784.4,825.0,784.05,820.3,842413.0,LICI.BSE,4.57674655787863
2023-12-26,794.9,799.1,780.1,781.4,183753.0,LICI.BSE,-1.6983268335639703
2023-12-22,805.05,820.05,789.0,793.1,825549.0,LICI.BSE,-1.4843798521830858
2023-12-21,753.25,768.6,746.15,764.55,149495.0,LICI.BSE,1.5001659475605649
2023-12-20,797.05,809.2,755.0,760.6,155548.0,LICI.BSE,-4.573113355498392
2023-12-19,802.05,806.55,792.0,793.7,92704.0,LICI.BSE,-1.0410822267938296
2023-12-18,797.05,810.0,793.55,801.35,254670.0,LICI.BSE,0.5394893670409722
2023-12-15,816.9,818.9,792.2,796.4,323865.0,LICI.BSE,-2.509487085322561
2023-12-14,810.1,820.0,807.0,815.3,180398.0,LICI.BSE,0.641896062214533
2023-12-13,795.0,810.0,795.0,804.7,227001.0,LICI.BSE,1.2201257861635277
2023-12-12,770.0,798.95,770.0,791.65,216445.0,LICI.BSE,2.8116883116883087
2023-12-11,774.05,783.9,767.75,770.45,228233.0,LICI.BSE,-0.4650862347393462
2023-12-08,789.05,803.35,769.65,773.8,675356.0,LICI.BSE,-1.9327038844179711
2023-12-07,747.05,799.9,737.0,785.5,566130.0,LICI.BSE,5.146911183990368
2023-12-06,719.15,750.55,715.8,745.7,338600.0,LICI.BSE,3.691858443996394
2023-12-05,719.25,727.25,702.3,713.8,504511.0,LICI.BSE,-0.7577337504344867
2023-12-04,679.25,727.2,679.25,719.25,516275.0,LICI.BSE,5.888847994111152
2023-12-01,682.2,687.6,666.25,670.15,191196.0,LICI.BSE,-1.7663441805922115
2023-11-30,681.2,698.75,677.0,679.5,162837.0,LICI.BSE,-0.24955960070464553
2023-11-29,676.05,691.8,672.45,679.15,145413.0,LICI.BSE,0.45854596553509697
2023-11-28,680.05,694.0,670.75,673.65,660372.0,LICI.BSE,-0.9411072715241493
2023-11-24,619.85,681.8,619.85,677.65,1653076.0,LICI.BSE,9.324836654029193
2023-11-23,608.6,629.8,608.0,617.8,114681.0,LICI.BSE,1.51166611896154
2023-11-22,611.05,613.25,608.0,608.85,72442.0,LICI.BSE,-0.3600360036003489
2023-11-21,612.25,615.75,610.0,611.05,43704.0,LICI.BSE,-0.19599836668028509
2023-11-20,613.05,615.8,610.0,611.85,74170.0,LICI.BSE,-0.19574259848298375
