date,open,high,low,close,volume,symbol,pct_change
2024-03-01,243.77,246.95,243.77,246.82,886409.0,NIFTYBEES.BSE,0.01251179390408985
2024-02-29,243.11,249.5,242.13,243.53,398440.0,NIFTYBEES.BSE,0.0017276130146846591
2024-02-28,246.19,246.2,242.84,243.11,516673.0,NIFTYBEES.BSE,-0.01251066249644577
2024-02-27,244.0,245.84,244.0,245.51,73402.0,NIFTYBEES.BSE,0.006188524590163897
2024-02-26,245.56,246.76,244.25,244.84,61208.0,NIFTYBEES.BSE,-0.0029320736276266446
2024-02-23,245.83,247.0,245.28,245.56,405884.0,NIFTYBEES.BSE,-0.0010983199772200717
2024-02-22,243.89,246.2,242.39,245.83,371992.0,NIFTYBEES.BSE,0.007954405674689517
2024-02-21,245.35,246.19,243.5,243.89,122312.0,NIFTYBEES.BSE,-0.0059506826981862975
2024-02-20,244.97,245.76,244.0,245.33,85025.0,NIFTYBEES.BSE,0.0014695677021676682
2024-02-19,243.75,245.76,243.75,244.97,577992.0,NIFTYBEES.BSE,0.0050051282051282
2024-02-16,243.0,244.18,242.84,243.99,257074.0,NIFTYBEES.BSE,0.004074074074074112
2024-02-15,241.73,243.0,241.15,242.54,434053.0,NIFTYBEES.BSE,0.0033508459851900978
2024-02-14,240.0,241.95,238.4,241.57,391495.0,NIFTYBEES.BSE,0.006541666666666638
2024-02-13,240.2,240.86,238.67,240.68,70481.0,NIFTYBEES.BSE,0.001998334721065854
2024-02-12,240.76,241.51,239.0,239.29,98364.0,NIFTYBEES.BSE,-0.006105665392922408
2024-02-09,243.0,243.0,239.22,240.76,219254.0,NIFTYBEES.BSE,-0.00921810699588481
2024-02-08,248.0,248.0,239.85,240.41,356018.0,NIFTYBEES.BSE,-0.030604838709677434
2024-02-07,241.97,243.42,241.69,242.38,52219.0,NIFTYBEES.BSE,0.0016944249287101567
2024-02-06,240.31,242.18,239.86,241.97,481493.0,NIFTYBEES.BSE,0.006907744163788426
2024-02-05,241.37,242.67,240.0,240.31,465763.0,NIFTYBEES.BSE,-0.004391597961635673
2024-02-02,241.9,244.11,240.94,241.31,149898.0,NIFTYBEES.BSE,-0.0024390243902439163
2024-02-01,240.14,241.05,239.56,240.02,94120.0,NIFTYBEES.BSE,-0.000499708503372933
2024-01-31,238.14,240.4,237.25,240.14,403575.0,NIFTYBEES.BSE,0.008398421096833796
2024-01-30,238.16,241.05,237.91,238.14,67720.0,NIFTYBEES.BSE,-8.397715821300903e-05
2024-01-29,238.2,240.3,236.3,239.98,528453.0,NIFTYBEES.BSE,0.00747271200671705
2024-01-25,238.5,238.5,235.13,236.25,334365.0,NIFTYBEES.BSE,-0.009433962264150943
2024-01-24,235.28,237.73,234.0,237.34,126599.0,NIFTYBEES.BSE,0.0087555253315199
2024-01-23,241.46,241.46,234.44,234.78,226634.0,NIFTYBEES.BSE,-0.027665037687401667
2024-01-22,239.11,239.11,239.11,239.11,0.0,NIFTYBEES.BSE,0.0
2024-01-20,239.34,240.19,238.37,239.16,82885.0,NIFTYBEES.BSE,-0.0007520681875156966
2024-01-19,237.54,240.97,237.54,239.11,364767.0,NIFTYBEES.BSE,0.006609413151469318
2024-01-18,237.18,238.24,235.33,237.54,848677.0,NIFTYBEES.BSE,0.00151783455603333
2024-01-17,243.36,243.36,238.0,238.4,1014166.0,NIFTYBEES.BSE,-0.020381328073635796
2024-01-16,245.0,245.0,242.5,243.25,102644.0,NIFTYBEES.BSE,-0.007142857142857143
2024-01-15,241.7,241.7,241.7,241.7,0.0,NIFTYBEES.BSE,0.0
2024-01-12,239.3,242.2,239.3,241.7,124451.0,NIFTYBEES.BSE,0.010029251984956026
2024-01-11,239.4,239.59,238.38,238.85,64536.0,NIFTYBEES.BSE,-0.002297410192147082
2024-01-10,237.98,239.0,236.8,238.46,143125.0,NIFTYBEES.BSE,0.002016976216488857
2024-01-09,239.5,239.7,237.34,237.71,83078.0,NIFTYBEES.BSE,-0.007473903966597044
2024-01-08,239.76,240.15,237.35,237.65,554604.0,NIFTYBEES.BSE,-0.008800467133800406
2024-01-05,239.88,239.99,238.6,239.76,166483.0,NIFTYBEES.BSE,-0.0005002501250625502
2024-01-04,237.69,239.5,237.69,239.27,99163.0,NIFTYBEES.BSE,0.0066473137279650495
2024-01-03,239.17,239.6,237.5,237.73,153292.0,NIFTYBEES.BSE,-0.006020822009449337
2024-01-02,240.25,240.95,237.91,239.17,154869.0,NIFTYBEES.BSE,-0.004495317377731582
2024-01-01,239.86,241.1,235.0,240.06,614460.0,NIFTYBEES.BSE,0.0008338197281747211
2023-12-29,238.72,240.25,238.72,239.86,530862.0,NIFTYBEES.BSE,0.0047754691689008665
2023-12-28,239.03,240.35,239.03,240.17,714458.0,NIFTYBEES.BSE,0.00476927582311838
2023-12-27,236.93,239.55,236.93,239.03,149956.0,NIFTYBEES.BSE,0.008863377368843094
2023-12-26,235.55,237.2,235.37,236.83,434668.0,NIFTYBEES.BSE,0.005434090426661011
2023-12-22,234.83,236.35,234.32,235.55,432664.0,NIFTYBEES.BSE,0.003066047779244555
2023-12-21,232.63,234.89,231.58,234.58,635822.0,NIFTYBEES.BSE,0.008382409835360947
2023-12-20,238.1,238.18,232.97,233.25,995288.0,NIFTYBEES.BSE,-0.020369592608147812
2023-12-19,236.7,237.45,235.35,236.76,100605.0,NIFTYBEES.BSE,0.0002534854245880958
2023-12-18,236.77,236.9,235.62,236.42,726772.0,NIFTYBEES.BSE,-0.0014782278160240855
2023-12-15,234.31,237.04,234.31,236.78,151716.0,NIFTYBEES.BSE,0.010541590201015744
2023-12-14,231.16,234.4,231.16,233.87,618388.0,NIFTYBEES.BSE,0.011723481571206125
2023-12-13,230.69,231.51,229.55,231.16,104239.0,NIFTYBEES.BSE,0.002037366162382413
2023-12-12,232.03,232.2,230.43,230.94,85187.0,NIFTYBEES.BSE,-0.00469766840494765
2023-12-11,231.3,232.05,231.18,231.65,131685.0,NIFTYBEES.BSE,0.0015131863380890371
2023-12-08,230.76,231.89,230.31,231.18,129066.0,NIFTYBEES.BSE,0.0018200728029121856
2023-12-07,230.94,231.47,229.84,230.76,565790.0,NIFTYBEES.BSE,-0.0007794232268121885
2023-12-06,231.3,231.3,230.43,230.94,128835.0,NIFTYBEES.BSE,-0.0015564202334630939
2023-12-05,228.65,230.2,228.4,230.0,990748.0,NIFTYBEES.BSE,0.0059042204242291466
2023-12-04,223.79,228.5,223.79,228.4,324468.0,NIFTYBEES.BSE,0.020599669332856757
2023-12-01,222.46,223.93,222.2,223.67,88189.0,NIFTYBEES.BSE,0.005439180077317179
2023-11-30,222.0,222.35,221.0,221.99,828622.0,NIFTYBEES.BSE,-4.5045045045004076e-05
2023-11-29,220.5,221.89,219.86,221.7,80750.0,NIFTYBEES.BSE,0.005442176870748248
2023-11-28,218.5,219.83,218.5,219.55,523898.0,NIFTYBEES.BSE,0.004805491990846734
2023-11-24,218.6,218.88,218.3,218.5,125476.0,NIFTYBEES.BSE,-0.0004574565416285193
2023-11-23,218.75,219.16,218.0,218.55,274056.0,NIFTYBEES.BSE,-0.0009142857142856623
2023-11-22,218.26,218.79,217.47,218.58,55009.0,NIFTYBEES.BSE,0.0014661412993678257
2023-11-21,217.85,218.85,217.82,218.38,131833.0,NIFTYBEES.BSE,0.002432866651365624
2023-11-20,218.0,218.27,217.06,217.3,65018.0,NIFTYBEES.BSE,-0.0032110091743118743
2023-11-17,217.95,218.6,217.05,217.91,332847.0,NIFTYBEES.BSE,-0.00018352833218624476
2023-11-16,217.0,219.2,216.48,218.22,838661.0,NIFTYBEES.BSE,0.005622119815668197
2023-11-15,214.65,217.0,214.65,217.0,777034.0,NIFTYBEES.BSE,0.01094805497321218
2023-11-13,215.47,215.48,214.32,214.57,53678.0,NIFTYBEES.BSE,-0.0041769155798951395
2023-11-10,214.29,214.61,213.3,214.24,27318.0,NIFTYBEES.BSE,-0.00023332866675991856
2023-11-09,216.14,216.14,214.1,214.29,210830.0,NIFTYBEES.BSE,-0.008559267141667413
2023-11-08,215.27,215.27,214.5,214.94,133077.0,NIFTYBEES.BSE,-0.0015329586101175848
2023-11-07,215.0,215.0,213.78,214.39,309597.0,NIFTYBEES.BSE,-0.002837209302325645
2023-11-06,213.7,214.73,213.27,214.58,51095.0,NIFTYBEES.BSE,0.0041179223210108746
2023-11-03,212.12,213.07,212.0,212.65,282111.0,NIFTYBEES.BSE,0.0024985857062040408
2023-11-02,210.2,211.98,210.2,211.69,43611.0,NIFTYBEES.BSE,0.007088487155090434
2023-11-01,211.4,211.55,209.8,209.98,97580.0,NIFTYBEES.BSE,-0.006717123935667057
2023-10-31,210.96,212.4,209.89,210.89,414386.0,NIFTYBEES.BSE,-0.00033181645809642394
2023-10-30,210.58,211.95,209.4,211.54,556534.0,NIFTYBEES.BSE,0.004558837496438311
2023-10-27,212.31,212.31,209.43,210.58,758013.0,NIFTYBEES.BSE,-0.008148462154396824
2023-10-26,211.82,211.99,208.37,208.75,406605.0,NIFTYBEES.BSE,-0.014493437824567999
2023-10-25,214.1,214.67,210.83,211.45,283092.0,NIFTYBEES.BSE,-0.012377393741242438
2023-10-23,221.57,221.57,212.0,213.06,222141.0,NIFTYBEES.BSE,-0.0384077266777993
2023-10-20,216.0,216.43,215.04,215.25,298067.0,NIFTYBEES.BSE,-0.003472222222222222
2023-10-19,256.3,256.3,215.55,216.71,106342.0,NIFTYBEES.BSE,-0.15446742099102614
2023-10-18,218.7,219.0,217.02,217.19,247796.0,NIFTYBEES.BSE,-0.006904435299496987
2023-10-17,219.0,219.09,218.28,218.61,39798.0,NIFTYBEES.BSE,-0.0017808219178081569
2023-10-16,217.66,218.42,217.15,217.89,60021.0,NIFTYBEES.BSE,0.0010566939263070374
2023-10-13,217.42,218.7,216.87,218.01,87390.0,NIFTYBEES.BSE,0.0027136417992825105
2023-10-12,219.0,219.11,218.2,218.51,391113.0,NIFTYBEES.BSE,-0.0022374429223744707
2023-10-11,217.06,218.95,217.06,218.78,83076.0,NIFTYBEES.BSE,0.007924076292269414
2023-10-10,216.99,217.45,215.6,217.06,69179.0,NIFTYBEES.BSE,0.000322595511313854
