date,open,high,low,close,volume,symbol
2022-08-16,693.9,706.5,691.95,697.85,222739.0,LICI.BSE
2022-08-12,684.0,687.0,681.1,682.15,53117.0,LICI.BSE
2022-08-11,683.1,689.5,681.0,682.35,154077.0,LICI.BSE
2022-08-10,682.0,688.0,680.45,682.65,129000.0,LICI.BSE
2022-08-08,680.9,687.95,678.15,680.0,132351.0,LICI.BSE
2022-08-05,675.0,694.85,674.3,687.35,287910.0,LICI.BSE
2022-08-04,680.05,684.25,670.25,673.7,153444.0,LICI.BSE
2022-08-03,685.0,688.0,677.0,678.5,71035.0,LICI.BSE
2022-08-02,682.0,688.7,680.0,685.35,168464.0,LICI.BSE
2022-08-01,678.0,685.55,678.0,683.25,175724.0,LICI.BSE
2022-07-29,676.0,683.3,675.0,677.85,96419.0,LICI.BSE
2022-07-28,676.0,679.45,674.1,674.85,110182.0,LICI.BSE
2022-07-27,677.8,679.7,673.0,674.5,95763.0,LICI.BSE
2022-07-26,684.0,684.15,675.0,675.35,129432.0,LICI.BSE
2022-07-25,688.95,690.25,682.45,684.15,111258.0,LICI.BSE
2022-07-22,687.6,694.0,687.6,688.95,128341.0,LICI.BSE
2022-07-21,688.9,693.0,686.8,687.55,111180.0,LICI.BSE
2022-07-20,692.0,696.95,687.0,687.85,66780.0,LICI.BSE
2022-07-19,696.35,698.85,687.8,688.75,96340.0,LICI.BSE
2022-07-18,708.6,712.75,693.5,696.35,167698.0,LICI.BSE
2022-07-15,718.0,721.45,705.0,708.55,53272.0,LICI.BSE
2022-07-14,719.0,721.1,708.7,712.15,109010.0,LICI.BSE
2022-07-13,724.75,724.75,715.6,719.0,48067.0,LICI.BSE
2022-07-12,718.0,724.45,714.15,717.3,138229.0,LICI.BSE
2022-07-11,709.8,721.35,704.55,718.4,93291.0,LICI.BSE
2022-07-08,704.95,710.85,701.2,708.05,151144.0,LICI.BSE
2022-07-07,709.75,714.75,696.75,698.15,199320.0,LICI.BSE
2022-07-06,707.9,713.65,701.75,703.05,152429.0,LICI.BSE
2022-07-05,697.9,712.5,697.15,702.8,322188.0,LICI.BSE
2022-07-04,675.0,694.4,675.0,692.5,202047.0,LICI.BSE
2022-07-01,676.0,679.85,669.6,676.75,84079.0,LICI.BSE
2022-06-30,679.0,683.6,670.85,673.6,161207.0,LICI.BSE
2022-06-29,660.0,696.9,657.75,678.9,397421.0,LICI.BSE
2022-06-28,664.8,664.8,659.35,663.35,60148.0,LICI.BSE
2022-06-27,671.0,671.05,662.0,664.65,194099.0,LICI.BSE
2022-06-24,670.0,673.4,659.15,661.7,106558.0,LICI.BSE
2022-06-23,669.8,674.75,658.4,664.9,123886.0,LICI.BSE
2022-06-22,666.0,684.65,664.7,668.55,368290.0,LICI.BSE
2022-06-21,666.0,671.35,663.35,665.3,142770.0,LICI.BSE
2022-06-20,660.55,666.0,650.0,661.25,392361.0,LICI.BSE
2022-06-17,669.2,669.75,651.3,654.7,300762.0,LICI.BSE
2022-06-16,705.0,705.45,667.0,669.2,528666.0,LICI.BSE
2022-06-15,680.55,709.7,679.15,690.45,476303.0,LICI.BSE
2022-06-14,664.9,684.0,663.95,674.2,319495.0,LICI.BSE
2022-06-13,690.65,691.4,666.9,668.2,807284.0,LICI.BSE
2022-06-10,715.0,719.4,708.7,709.7,383907.0,LICI.BSE
2022-06-09,730.5,736.15,720.05,721.95,222606.0,LICI.BSE
2022-06-08,752.9,753.55,735.95,738.0,238956.0,LICI.BSE
2022-06-07,773.0,773.7,751.0,752.9,511495.0,LICI.BSE
2022-06-06,800.25,801.0,775.4,777.4,417563.0,LICI.BSE
2022-06-03,807.05,811.0,800.0,800.25,311610.0,LICI.BSE
2022-06-02,811.0,813.2,805.0,805.85,220359.0,LICI.BSE
2022-06-01,811.5,817.0,808.55,810.55,253103.0,LICI.BSE
2022-05-31,811.0,822.0,810.0,811.5,221601.0,LICI.BSE
2022-05-30,832.0,841.0,825.65,837.05,167477.0,LICI.BSE
2022-05-27,819.0,824.25,814.2,821.55,249639.0,LICI.BSE
2022-05-26,820.0,824.6,801.55,811.7,417738.0,LICI.BSE
2022-05-25,831.0,841.0,814.5,820.95,456873.0,LICI.BSE
2022-05-24,818.0,834.5,815.0,823.75,474586.0,LICI.BSE
2022-05-23,826.15,852.1,804.0,816.85,1397160.0,LICI.BSE
2022-05-20,847.15,856.95,825.05,826.25,497486.0,LICI.BSE
2022-05-19,868.7,868.7,838.55,840.75,536205.0,LICI.BSE
2022-05-18,886.2,890.0,874.0,876.25,982873.0,LICI.BSE
2022-05-17,867.2,920.0,860.1,875.45,2754907.0,LICI.BSE
